State,Year,Quarter,Transaction_Type,Amount,Trans_Count
Haryana,2021,2,Merchant payments,29119078263.957985,45335533
Haryana,2021,2,Peer-to-peer payments,161073685336.6668,44086559
Haryana,2021,2,Recharge & bill payments,9839496894.971409,15861047
Haryana,2021,2,Financial Services,97238136.09517692,85821
Haryana,2021,2,Others,227855606.99266592,311896
Haryana,2021,3,Merchant payments,40190922826.60629,66885213
Haryana,2021,3,Peer-to-peer payments,188548678300.5247,55929958
Haryana,2021,3,Recharge & bill payments,11681457468.964512,17087955
Haryana,2021,3,Financial Services,116592181.46997279,77496
Haryana,2021,3,Others,289441481.64370304,479071
Haryana,2021,4,Merchant payments,56325102920.50671,84993587
Haryana,2021,4,Peer-to-peer payments,238638993818.09595,66548306
Haryana,2021,4,Recharge & bill payments,13817258646.066364,17632752
Haryana,2021,4,Financial Services,151421306.61683068,105050
Haryana,2021,4,Others,307822609.17479354,407280
Haryana,2022,1,Merchant payments,62565728158.2885,98346418
Haryana,2022,1,Peer-to-peer payments,263547240999.68338,74499889
Haryana,2022,1,Recharge & bill payments,14765350795.965681,18494827
Haryana,2022,1,Financial Services,146586164.62792295,107240
Haryana,2022,1,Others,279136534.21161634,540235
Haryana,2022,2,Merchant payments,76926347115.76375,130033573
Haryana,2022,2,Peer-to-peer payments,300504797205.2718,84219451
Haryana,2022,2,Recharge & bill payments,17457331653.445232,20011709
Haryana,2022,2,Financial Services,120610061.5284536,89805
Haryana,2022,2,Others,224949213.49711913,345424
Haryana,2022,3,Merchant payments,87063736519.87311,151278013
Haryana,2022,3,Peer-to-peer payments,319374569105.9015,95071203
Haryana,2022,3,Recharge & bill payments,21247984018.682095,22592966
Haryana,2022,3,Financial Services,144937203.2864578,111032
Haryana,2022,3,Others,223267730.28330007,308596
Haryana,2022,4,Merchant payments,102918159834.12416,169685872
Haryana,2022,4,Peer-to-peer payments,364514204185.1917,102993798
Haryana,2022,4,Recharge & bill payments,22666085169.84729,23545059
Haryana,2022,4,Financial Services,152488074.9943577,118488
Haryana,2022,4,Others,239722615.94605047,305148
Haryana,2023,1,Merchant payments,114248076004.0,220693824
Haryana,2023,1,Peer-to-peer payments,443424820679.0,128879993
Haryana,2023,1,Recharge & bill payments,32978369763.0,31210728
Haryana,2023,1,Financial Services,217615573.0,158036
Haryana,2023,1,Others,281741717.0,375883
Haryana,2023,2,Merchant payments,130133751625.0,275974807
Haryana,2023,2,Peer-to-peer payments,495834929236.0,147382711
Haryana,2023,2,Recharge & bill payments,35262651840.0,33655091
Haryana,2023,2,Financial Services,259162565.0,172309
Haryana,2023,2,Others,251633370.0,351272
Haryana,2023,3,Merchant payments,140917418482.0,310148821
Haryana,2023,3,Peer-to-peer payments,498555993196.0,156760079
Haryana,2023,3,Recharge & bill payments,37490386949.0,34105227
Haryana,2023,3,Financial Services,304618547.0,198713
Haryana,2023,3,Others,223563566.0,306638
Haryana,2023,4,Merchant payments,167695632461.0,343440148
Haryana,2023,4,Peer-to-peer payments,571466808865.0,175429519
Haryana,2023,4,Recharge & bill payments,42514330771.0,35320482
Haryana,2023,4,Financial Services,371355840.0,238826
Haryana,2023,4,Others,222356663.0,319258
Himachal Pradesh,2018,1,Recharge & bill payments,49871175.82607427,284371
Himachal Pradesh,2018,1,Peer-to-peer payments,546222027.4835303,154572
Himachal Pradesh,2018,1,Merchant payments,13851230.83495245,13241
Himachal Pradesh,2018,1,Financial Services,2040522.724771278,8955
Himachal Pradesh,2018,1,Others,16752849.503009535,20779
Himachal Pradesh,2018,2,Recharge & bill payments,83714322.414042,385642
Himachal Pradesh,2018,2,Peer-to-peer payments,1043702964.1513071,243436
Himachal Pradesh,2018,2,Merchant payments,31961300.882765952,27851
Himachal Pradesh,2018,2,Financial Services,4108919.3075577794,11330
Himachal Pradesh,2018,2,Others,19681794.59544668,19436
Himachal Pradesh,2018,3,Recharge & bill payments,108456077.51862916,457449
Himachal Pradesh,2018,3,Peer-to-peer payments,1596570994.985427,362755
Himachal Pradesh,2018,3,Merchant payments,31168155.22193054,40675
Himachal Pradesh,2018,3,Financial Services,1552275.0537747287,8182
Himachal Pradesh,2018,3,Others,16293930.078267336,17693
Himachal Pradesh,2018,4,Recharge & bill payments,143031082.4432017,598325
Himachal Pradesh,2018,4,Peer-to-peer payments,2367228879.4462624,590518
Himachal Pradesh,2018,4,Merchant payments,87575811.80014335,86963
Himachal Pradesh,2018,4,Financial Services,2283052.790977265,11834
Himachal Pradesh,2018,4,Others,21180141.658664487,20243
Himachal Pradesh,2019,1,Peer-to-peer payments,3066233587.9236507,1178280
Himachal Pradesh,2019,1,Recharge & bill payments,209521987.03977025,844570
Himachal Pradesh,2019,1,Merchant payments,86624660.3112043,115553
Himachal Pradesh,2019,1,Financial Services,1424229.9989233727,9585
Himachal Pradesh,2019,1,Others,17676977.717503674,20730
Himachal Pradesh,2019,2,Peer-to-peer payments,4428007670.958708,1141873
Himachal Pradesh,2019,2,Recharge & bill payments,279864579.97562265,1076793
Himachal Pradesh,2019,2,Merchant payments,141088575.8726466,248517
Himachal Pradesh,2019,2,Financial Services,1453651.5352588107,5013
Himachal Pradesh,2019,2,Others,25469495.268363245,30110
Himachal Pradesh,2019,3,Recharge & bill payments,327570066.9967147,1212659
Himachal Pradesh,2019,3,Peer-to-peer payments,5039276845.295213,1181680
Himachal Pradesh,2019,3,Merchant payments,182746198.16430056,312575
Himachal Pradesh,2019,3,Financial Services,1775673.9713265826,3096
Himachal Pradesh,2019,3,Others,20649996.69578039,25170
Himachal Pradesh,2019,4,Peer-to-peer payments,6533855301.069828,1579582
Himachal Pradesh,2019,4,Recharge & bill payments,402619114.99428564,1442940
Himachal Pradesh,2019,4,Merchant payments,314965060.6352696,467309
Himachal Pradesh,2019,4,Financial Services,1769641.9665086274,4576
Himachal Pradesh,2019,4,Others,17954418.582290154,22239
Himachal Pradesh,2020,1,Recharge & bill payments,542356756.9678606,1815157
Himachal Pradesh,2020,1,Peer-to-peer payments,6431826925.118802,1594806
Himachal Pradesh,2020,1,Merchant payments,427497010.10439825,711018
Himachal Pradesh,2020,1,Financial Services,3172303.6900622216,4711
Himachal Pradesh,2020,1,Others,14613755.241563875,18788
Himachal Pradesh,2020,2,Recharge & bill payments,802231470.1628922,2558935
Himachal Pradesh,2020,2,Peer-to-peer payments,6738488218.640328,1544488
Himachal Pradesh,2020,2,Merchant payments,479165630.6102103,570031
Himachal Pradesh,2020,2,Financial Services,7359757.737539303,7634
Himachal Pradesh,2020,2,Others,9659685.392965626,14642
Himachal Pradesh,2020,3,Recharge & bill payments,834567922.2742614,2416395
Himachal Pradesh,2020,3,Peer-to-peer payments,8806586536.659174,1954492
Himachal Pradesh,2020,3,Merchant payments,851539467.337558,1090445
Himachal Pradesh,2020,3,Financial Services,11391079.288736572,9543
Himachal Pradesh,2020,3,Others,11969008.527252048,19001
Himachal Pradesh,2020,4,Recharge & bill payments,936305777.7250878,2638030
Himachal Pradesh,2020,4,Peer-to-peer payments,11426268857.229637,2594659
Himachal Pradesh,2020,4,Merchant payments,1589433440.2684097,2001259
Himachal Pradesh,2020,4,Financial Services,15534252.217986543,11353
Himachal Pradesh,2020,4,Others,21510781.37178286,27027
Himachal Pradesh,2021,1,Peer-to-peer payments,11358078843.572702,2845733
Himachal Pradesh,2021,1,Recharge & bill payments,948929031.6443391,2547359
Himachal Pradesh,2021,1,Merchant payments,1778219850.8347864,2186946
Himachal Pradesh,2021,1,Financial Services,16554205.504427344,12561
Himachal Pradesh,2021,1,Others,18764977.931273177,21430
Himachal Pradesh,2021,2,Peer-to-peer payments,13035543546.66397,3340531
Himachal Pradesh,2021,2,Recharge & bill payments,1045789841.916208,3216602
Himachal Pradesh,2021,2,Merchant payments,2378084375.199477,2883209
Himachal Pradesh,2021,2,Financial Services,16428390.62373627,14642
Himachal Pradesh,2021,2,Others,19788385.405835297,28918
Himachal Pradesh,2021,3,Peer-to-peer payments,16560383923.204865,4455153
Himachal Pradesh,2021,3,Merchant payments,3524434949.634083,4198808
Himachal Pradesh,2021,3,Recharge & bill payments,1178802736.5280356,3359406
Himachal Pradesh,2021,3,Financial Services,22805774.600357123,14497
Himachal Pradesh,2021,3,Others,23834687.160697926,36303
Himachal Pradesh,2021,4,Merchant payments,5228613146.743451,6062931
Himachal Pradesh,2021,4,Peer-to-peer payments,19568394324.584805,5323397
Himachal Pradesh,2021,4,Recharge & bill payments,1278824361.837138,3211367
Himachal Pradesh,2021,4,Financial Services,24809740.714031782,18198
Himachal Pradesh,2021,4,Others,35578926.74639452,50971
Himachal Pradesh,2022,1,Merchant payments,5558905677.966259,7030946
Himachal Pradesh,2022,1,Peer-to-peer payments,19473276901.331963,5718936
Himachal Pradesh,2022,1,Recharge & bill payments,1429960686.7669475,3271665
Himachal Pradesh,2022,1,Financial Services,24442138.15399971,19314
Himachal Pradesh,2022,1,Others,31862035.713640407,47319
Himachal Pradesh,2022,2,Merchant payments,7697399368.089639,10591420
Himachal Pradesh,2022,2,Peer-to-peer payments,24407668318.014194,7109948
Himachal Pradesh,2022,2,Recharge & bill payments,1553155243.3951051,3520538
Himachal Pradesh,2022,2,Financial Services,20627276.079190243,16901
Himachal Pradesh,2022,2,Others,30257752.66416522,52564
Himachal Pradesh,2022,3,Merchant payments,8511266152.669347,12686960
Himachal Pradesh,2022,3,Peer-to-peer payments,27039659316.468132,8330778
Himachal Pradesh,2022,3,Recharge & bill payments,1780405740.3941154,4083168
Himachal Pradesh,2022,3,Financial Services,22686931.870640453,21293
Himachal Pradesh,2022,3,Others,26764547.138168834,42669
Himachal Pradesh,2022,4,Merchant payments,10280295883.656351,15297492
Himachal Pradesh,2022,4,Peer-to-peer payments,29629346091.977356,9284824
Himachal Pradesh,2022,4,Recharge & bill payments,1810538524.3215194,3907023
Himachal Pradesh,2022,4,Financial Services,31775337.436365627,24342
Himachal Pradesh,2022,4,Others,27387394.982090995,41455
Himachal Pradesh,2023,1,Merchant payments,9023136407.0,14694013
Himachal Pradesh,2023,1,Peer-to-peer payments,26709451358.0,8637695
Himachal Pradesh,2023,1,Recharge & bill payments,1950250571.0,3901516
Himachal Pradesh,2023,1,Financial Services,30757925.0,25722
Himachal Pradesh,2023,1,Others,27351473.0,42780
Himachal Pradesh,2023,2,Merchant payments,11643011071.0,19954117
Himachal Pradesh,2023,2,Peer-to-peer payments,33008088763.0,10781507
Himachal Pradesh,2023,2,Recharge & bill payments,2159052653.0,4247339
Himachal Pradesh,2023,2,Financial Services,34689932.0,27709
Himachal Pradesh,2023,2,Others,30221299.0,50923
Himachal Pradesh,2023,3,Merchant payments,10559011464.0,19233611
Himachal Pradesh,2023,3,Peer-to-peer payments,29239694406.0,9983786
Himachal Pradesh,2023,3,Recharge & bill payments,1991652882.0,4046932
Himachal Pradesh,2023,3,Financial Services,41972330.0,27958
Himachal Pradesh,2023,3,Others,22240555.0,44767
Himachal Pradesh,2023,4,Merchant payments,12903037462.0,23387107
Himachal Pradesh,2023,4,Peer-to-peer payments,33158062287.0,11365164
Himachal Pradesh,2023,4,Recharge & bill payments,2143949720.0,3816711
Himachal Pradesh,2023,4,Financial Services,51956047.0,33097
Himachal Pradesh,2023,4,Others,23241048.0,49760
Jammu & Kashmir,2018,1,Recharge & bill payments,78812610.35129012,457813
Jammu & Kashmir,2018,1,Peer-to-peer payments,861670157.9310012,353621
Jammu & Kashmir,2018,1,Financial Services,10269382.6199755,65683
Jammu & Kashmir,2018,1,Merchant payments,30967525.638810236,28696
Jammu & Kashmir,2018,1,Others,23651562.715049967,35755
Jammu & Kashmir,2018,2,Recharge & bill payments,166762242.91718757,794502
Jammu & Kashmir,2018,2,Peer-to-peer payments,2372961687.5536175,771844
Jammu & Kashmir,2018,2,Financial Services,15636116.81386063,112422
Jammu & Kashmir,2018,2,Merchant payments,64454257.5252622,79248
Jammu & Kashmir,2018,2,Others,31391931.692946266,38310
Jammu & Kashmir,2018,3,Peer-to-peer payments,3616022745.5645847,1260453
Jammu & Kashmir,2018,3,Recharge & bill payments,203079955.34644008,822143
Jammu & Kashmir,2018,3,Merchant payments,82826475.18797052,140076
Jammu & Kashmir,2018,3,Financial Services,6397888.3546260595,44464
Jammu & Kashmir,2018,3,Others,26373935.004048545,36825
Jammu & Kashmir,2018,4,Peer-to-peer payments,5151829745.262983,1265457
Jammu & Kashmir,2018,4,Recharge & bill payments,254473764.00233167,970724
Jammu & Kashmir,2018,4,Merchant payments,215771001.5429565,402303
Jammu & Kashmir,2018,4,Financial Services,6072177.152358056,33775
Jammu & Kashmir,2018,4,Others,36573577.73688933,49051
Jammu & Kashmir,2019,1,Peer-to-peer payments,5414709531.836735,1913720
Jammu & Kashmir,2019,1,Recharge & bill payments,302663112.8884805,1131953
Jammu & Kashmir,2019,1,Merchant payments,199219534.93760535,452379
Jammu & Kashmir,2019,1,Financial Services,4593545.201922052,43247
Jammu & Kashmir,2019,1,Others,30649751.65627311,43688
Jammu & Kashmir,2019,2,Peer-to-peer payments,5666318253.462076,1180781
Jammu & Kashmir,2019,2,Recharge & bill payments,215937468.94414753,706569
Jammu & Kashmir,2019,2,Merchant payments,188931529.4882364,353678
Jammu & Kashmir,2019,2,Financial Services,2652961.353697454,22663
Jammu & Kashmir,2019,2,Others,26301988.31534837,32664
Jammu & Kashmir,2019,3,Peer-to-peer payments,3499425217.9582095,618694
Jammu & Kashmir,2019,3,Recharge & bill payments,111964437.03321175,318061
Jammu & Kashmir,2019,3,Merchant payments,120736230.08884756,165115
Jammu & Kashmir,2019,3,Financial Services,658515.8825482852,2895
Jammu & Kashmir,2019,3,Others,11446090.81965122,11761
Jammu & Kashmir,2019,4,Peer-to-peer payments,1799955855.9714913,310620
Jammu & Kashmir,2019,4,Merchant payments,77859073.82317376,91303
Jammu & Kashmir,2019,4,Recharge & bill payments,49065907.04578097,84803
Jammu & Kashmir,2019,4,Financial Services,213741.2862032762,197
Jammu & Kashmir,2019,4,Others,2601419.6959477984,3005
Jammu & Kashmir,2020,1,Peer-to-peer payments,2654638582.0865793,435154
Jammu & Kashmir,2020,1,Recharge & bill payments,144213068.71202034,341357
Jammu & Kashmir,2020,1,Merchant payments,131144418.96503358,135241
Jammu & Kashmir,2020,1,Financial Services,2116665.1182805505,2350
Jammu & Kashmir,2020,1,Others,5530441.652102945,7528
Jammu & Kashmir,2020,2,Peer-to-peer payments,7426818530.258213,1238380
Jammu & Kashmir,2020,2,Recharge & bill payments,413037418.32063264,1028741
Jammu & Kashmir,2020,2,Merchant payments,403026357.7674071,341375
Jammu & Kashmir,2020,2,Financial Services,10415041.341445928,9130
Jammu & Kashmir,2020,2,Others,12351591.57084975,17380
Jammu & Kashmir,2020,3,Peer-to-peer payments,10837119046.792652,1787154
Jammu & Kashmir,2020,3,Recharge & bill payments,443743222.500647,1005745
Jammu & Kashmir,2020,3,Merchant payments,667957476.4350253,642688
Jammu & Kashmir,2020,3,Financial Services,13281733.802213533,10111
Jammu & Kashmir,2020,3,Others,15128281.341935568,20200
Jammu & Kashmir,2020,4,Peer-to-peer payments,13736841259.979288,2378539
Jammu & Kashmir,2020,4,Recharge & bill payments,536741118.30199385,1900075
Jammu & Kashmir,2020,4,Merchant payments,1045006123.4596367,1377786
Jammu & Kashmir,2020,4,Financial Services,17966592.697469097,13578
Jammu & Kashmir,2020,4,Others,44350708.939814664,84466
Jammu & Kashmir,2021,1,Peer-to-peer payments,14801220301.14875,2800201
Jammu & Kashmir,2021,1,Recharge & bill payments,663747765.6760966,2554798
Jammu & Kashmir,2021,1,Merchant payments,1605408313.4781337,1527253
Jammu & Kashmir,2021,1,Financial Services,20848657.8594191,17276
Jammu & Kashmir,2021,1,Others,47124854.989329115,98042
Jammu & Kashmir,2021,2,Peer-to-peer payments,19502438177.8094,3955437
Jammu & Kashmir,2021,2,Recharge & bill payments,892467613.5545956,3568970
Jammu & Kashmir,2021,2,Merchant payments,2343370985.5822287,2378307
Jammu & Kashmir,2021,2,Financial Services,21897796.187056318,19432
Jammu & Kashmir,2021,2,Others,53580855.45836207,105673
Jammu & Kashmir,2021,3,Peer-to-peer payments,26562997915.198593,5621108
Jammu & Kashmir,2021,3,Recharge & bill payments,1126801385.0108979,4192099
Jammu & Kashmir,2021,3,Merchant payments,3818849262.990345,3197489
Jammu & Kashmir,2021,3,Financial Services,27585395.493344467,16071
Jammu & Kashmir,2021,3,Others,62209689.3389434,124274
Jammu & Kashmir,2021,4,Peer-to-peer payments,31444247707.630074,6852001
Jammu & Kashmir,2021,4,Merchant payments,6026170895.591109,5399465
Jammu & Kashmir,2021,4,Recharge & bill payments,1334473410.4377313,4358892
Jammu & Kashmir,2021,4,Financial Services,34425387.51761782,20269
Jammu & Kashmir,2021,4,Others,86920024.59513804,160001
Jammu & Kashmir,2022,1,Peer-to-peer payments,25881919928.642838,6263588
Jammu & Kashmir,2022,1,Merchant payments,5903944370.148529,5769426
Jammu & Kashmir,2022,1,Recharge & bill payments,1253753685.6124904,4046350
Jammu & Kashmir,2022,1,Financial Services,28915576.119299565,20506
Jammu & Kashmir,2022,1,Others,79330065.6359112,145441
Jammu & Kashmir,2022,2,Merchant payments,8541811640.294408,9917899
Jammu & Kashmir,2022,2,Peer-to-peer payments,35973490940.6326,8948548
Jammu & Kashmir,2022,2,Recharge & bill payments,1631580783.9159238,4759941
